featureArea,pageOrComponent,surface,currentIconName,currentLibrary,filePath,line,usageContext,semanticMeaning,status
other,VisualInspector.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,review
other,VisualInspector.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,review
other,VisualInspector.tsx,both,Upload,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,keep
other,VisualInspector.tsx,both,X,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,keep
other,VisualInspector.tsx,both,Loader2,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,keep
other,VisualInspector.tsx,both,Home,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,review
other,VisualInspector.tsx,both,Wrench,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,review
other,VisualInspector.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/VisualInspector.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,keep
other,CoverageIntelligencePanel.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,keep
other,CoverageIntelligencePanel.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Hourglass,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Loader2,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,keep
other,CoverageIntelligencePanel.tsx,both,RefreshCw,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Shield,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,ShieldCheck,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Tv,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,Wrench,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,CoverageIntelligencePanel.tsx,both,X,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,keep
other,CoverageIntelligencePanel.tsx,both,Zap,lucide-react,apps/frontend/src/components/ai/CoverageIntelligencePanel.tsx,5,import,varies,review
other,DoNothingSimulatorPanel.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,keep
other,DoNothingSimulatorPanel.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,keep
other,DoNothingSimulatorPanel.tsx,both,ChevronUp,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,keep
other,DoNothingSimulatorPanel.tsx,both,Loader2,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,keep
other,DoNothingSimulatorPanel.tsx,both,RefreshCw,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,review
other,DoNothingSimulatorPanel.tsx,both,ShieldAlert,lucide-react,apps/frontend/src/components/ai/DoNothingSimulatorPanel.tsx,4,import,varies,review
other,HomeSavingsCheckPanel.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/ai/HomeSavingsCheckPanel.tsx,4,import,varies,keep
other,HomeSavingsCheckPanel.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/ai/HomeSavingsCheckPanel.tsx,4,import,varies,review
other,HomeSavingsCheckPanel.tsx,both,Loader2,lucide-react,apps/frontend/src/components/ai/HomeSavingsCheckPanel.tsx,4,import,varies,keep
other,HomeSavingsCheckPanel.tsx,both,PiggyBank,lucide-react,apps/frontend/src/components/ai/HomeSavingsCheckPanel.tsx,4,import,varies,review
other,HomeSavingsCheckPanel.tsx,both,RefreshCw,lucide-react,apps/frontend/src/components/ai/HomeSavingsCheckPanel.tsx,4,import,varies,review
other,RiskPremiumOptimizerPanel.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/ai/RiskPremiumOptimizerPanel.tsx,4,import,varies,keep
other,RiskPremiumOptimizerPanel.tsx,both,Loader2,lucide-react,apps/frontend/src/components/ai/RiskPremiumOptimizerPanel.tsx,4,import,varies,keep
other,RiskPremiumOptimizerPanel.tsx,both,RefreshCw,lucide-react,apps/frontend/src/components/ai/RiskPremiumOptimizerPanel.tsx,4,import,varies,review
other,RiskPremiumOptimizerPanel.tsx,both,ShieldAlert,lucide-react,apps/frontend/src/components/ai/RiskPremiumOptimizerPanel.tsx,4,import,varies,review
other,BookingTimeline.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/bookings/BookingTimeline.tsx,3,import,varies,review
other,BookingTimeline.tsx,both,Circle,lucide-react,apps/frontend/src/components/bookings/BookingTimeline.tsx,3,import,varies,review
other,BookingTimeline.tsx,both,Clock,lucide-react,apps/frontend/src/components/bookings/BookingTimeline.tsx,3,import,varies,keep
community,AlertsTab.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/community/AlertsTab.tsx,5,import,varies,keep
community,AlertsTab.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/community/AlertsTab.tsx,5,import,varies,review
community,AlertsTab.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/community/AlertsTab.tsx,5,import,varies,review
community,CommunityTabs.tsx,both,Calendar,lucide-react,apps/frontend/src/components/community/CommunityTabs.tsx,5,import,varies,keep
community,CommunityTabs.tsx,both,Trash2,lucide-react,apps/frontend/src/components/community/CommunityTabs.tsx,5,import,varies,keep
community,CommunityTabs.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/community/CommunityTabs.tsx,5,import,varies,review
community,EmptyState.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/community/EmptyState.tsx,5,import,varies,keep
community,EventsTab.tsx,both,Filter,lucide-react,apps/frontend/src/components/community/EventsTab.tsx,6,import,varies,keep
community,EventsTab.tsx,both,Calendar,lucide-react,apps/frontend/src/components/community/EventsTab.tsx,6,import,varies,keep
community,TrashTab.tsx,both,Trash2,lucide-react,apps/frontend/src/components/community/TrashTab.tsx,5,import,varies,keep
community,TrashTab.tsx,both,Calendar,lucide-react,apps/frontend/src/components/community/TrashTab.tsx,5,import,varies,keep
community,TrashTab.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/community/TrashTab.tsx,5,import,varies,keep
community,TrashTab.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/community/TrashTab.tsx,5,import,varies,keep
community,TrashTab.tsx,both,🗑️,emoji,apps/frontend/src/components/community/TrashTab.tsx,24,icon property,emoji icon,replace
community,TrashTab.tsx,both,♻️,emoji,apps/frontend/src/components/community/TrashTab.tsx,25,icon property,emoji icon,replace
community,TrashTab.tsx,both,🍂,emoji,apps/frontend/src/components/community/TrashTab.tsx,26,icon property,emoji icon,replace
community,TrashTab.tsx,both,📦,emoji,apps/frontend/src/components/community/TrashTab.tsx,27,icon property,emoji icon,replace
other,PriorityAlertBanner.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/dashboard/PriorityAlertBanner.tsx,6,import,varies,review
other,PriorityAlertBanner.tsx,both,X,lucide-react,apps/frontend/src/components/dashboard/PriorityAlertBanner.tsx,6,import,varies,keep
landing,DashboardShowcase.tsx,both,📊,emoji,apps/frontend/src/components/landing/DashboardShowcase.tsx,6,icon property,emoji icon,replace
landing,DashboardShowcase.tsx,both,🏠,emoji,apps/frontend/src/components/landing/DashboardShowcase.tsx,11,icon property,emoji icon,replace
landing,DashboardShowcase.tsx,both,💰,emoji,apps/frontend/src/components/landing/DashboardShowcase.tsx,21,icon property,emoji icon,replace
landing,Features.tsx,both,✨,emoji,apps/frontend/src/components/landing/Features.tsx,9,icon property,emoji icon,replace
landing,Features.tsx,both,🤝,emoji,apps/frontend/src/components/landing/Features.tsx,14,icon property,emoji icon,replace
landing,Features.tsx,both,💰,emoji,apps/frontend/src/components/landing/Features.tsx,19,icon property,emoji icon,replace
landing,Features.tsx,both,🔔,emoji,apps/frontend/src/components/landing/Features.tsx,24,icon property,emoji icon,replace
landing,Footer.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Footer.tsx,66,inline svg element,varies,review
landing,Footer.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Footer.tsx,76,inline svg element,varies,review
landing,Footer.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Footer.tsx,86,inline svg element,varies,review
landing,Hero.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Hero.tsx,84,inline svg element,varies,review
landing,HowItWorks.tsx,both,🏠,emoji,apps/frontend/src/components/landing/HowItWorks.tsx,10,icon property,emoji icon,replace
landing,HowItWorks.tsx,both,🔍,emoji,apps/frontend/src/components/landing/HowItWorks.tsx,16,icon property,emoji icon,replace
landing,HowItWorks.tsx,both,📅,emoji,apps/frontend/src/components/landing/HowItWorks.tsx,22,icon property,emoji icon,replace
landing,HowItWorks.tsx,both,✨,emoji,apps/frontend/src/components/landing/HowItWorks.tsx,28,icon property,emoji icon,replace
landing,Neighborhood.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Neighborhood.tsx,24,inline svg element,varies,review
landing,Neighborhood.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Neighborhood.tsx,52,inline svg element,varies,review
landing,Neighborhood.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Neighborhood.tsx,80,inline svg element,varies,review
landing,Neighborhood.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Neighborhood.tsx,135,inline svg element,varies,review
landing,Services.tsx,both,📋,emoji,apps/frontend/src/components/landing/Services.tsx,10,icon property,emoji icon,replace
landing,Services.tsx,both,🚚,emoji,apps/frontend/src/components/landing/Services.tsx,22,icon property,emoji icon,replace
landing,Services.tsx,both,🔧,emoji,apps/frontend/src/components/landing/Services.tsx,34,icon property,emoji icon,replace
landing,Services.tsx,both,⚡,emoji,apps/frontend/src/components/landing/Services.tsx,46,icon property,emoji icon,replace
landing,Services.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/landing/Services.tsx,109,inline svg element,varies,review
landing,ValuePropositionComparison.tsx,both,🔑,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,10,icon property,emoji icon,replace
landing,ValuePropositionComparison.tsx,both,🖥️,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,16,icon property,emoji icon,replace
landing,ValuePropositionComparison.tsx,both,🔔,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,22,icon property,emoji icon,replace
landing,ValuePropositionComparison.tsx,both,💰,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,36,icon property,emoji icon,replace
landing,ValuePropositionComparison.tsx,both,⚡,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,42,icon property,emoji icon,replace
landing,ValuePropositionComparison.tsx,both,🛡️,emoji,apps/frontend/src/components/landing/ValuePropositionComparison.tsx,48,icon property,emoji icon,replace
other,AddRoomForm.tsx,both,Loader2,lucide-react,apps/frontend/src/components/manage-rooms/AddRoomForm.tsx,3,import,varies,keep
other,AddRoomForm.tsx,both,Plus,lucide-react,apps/frontend/src/components/manage-rooms/AddRoomForm.tsx,3,import,varies,keep
other,ManageRoomsHeader.tsx,both,ArrowLeft,lucide-react,apps/frontend/src/components/manage-rooms/ManageRoomsHeader.tsx,3,import,varies,keep
other,ManageRoomsHeader.tsx,both,LayoutGrid,lucide-react,apps/frontend/src/components/manage-rooms/ManageRoomsHeader.tsx,3,import,varies,review
other,RoomRow.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/manage-rooms/RoomRow.tsx,4,import,varies,review
other,RoomRow.tsx,both,Pencil,lucide-react,apps/frontend/src/components/manage-rooms/RoomRow.tsx,4,import,varies,review
other,RoomRow.tsx,both,Settings,lucide-react,apps/frontend/src/components/manage-rooms/RoomRow.tsx,4,import,varies,review
other,RoomRow.tsx,both,Trash2,lucide-react,apps/frontend/src/components/manage-rooms/RoomRow.tsx,4,import,varies,keep
other,RoomsList.tsx,both,LayoutGrid,lucide-react,apps/frontend/src/components/manage-rooms/RoomsList.tsx,4,import,varies,review
mobile,BottomNav.tsx,mobile,Home,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,AlertTriangle,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,LayoutGrid,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Search,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,keep
mobile,BottomNav.tsx,mobile,Ellipsis,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Box,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Shield,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,FileText,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Globe,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Radar,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,CalendarClock,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Building,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Calendar,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,keep
mobile,BottomNav.tsx,mobile,Wrench,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,Settings,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,BottomNav.tsx,mobile,LogOut,lucide-react,apps/frontend/src/components/mobile/BottomNav.tsx,6,import,varies,review
mobile,CameraCapture.tsx,mobile,Camera,lucide-react,apps/frontend/src/components/mobile/CameraCapture.tsx,6,import,varies,review
mobile,CameraCapture.tsx,mobile,Upload,lucide-react,apps/frontend/src/components/mobile/CameraCapture.tsx,6,import,varies,keep
mobile,CameraCapture.tsx,mobile,X,lucide-react,apps/frontend/src/components/mobile/CameraCapture.tsx,6,import,varies,keep
mobile,CameraCapture.tsx,mobile,RotateCw,lucide-react,apps/frontend/src/components/mobile/CameraCapture.tsx,6,import,varies,review
mobile,InstallPrompt.tsx,mobile,X,lucide-react,apps/frontend/src/components/mobile/InstallPrompt.tsx,6,import,varies,keep
mobile,InstallPrompt.tsx,mobile,Download,lucide-react,apps/frontend/src/components/mobile/InstallPrompt.tsx,6,import,varies,review
mobile,InstallPrompt.tsx,mobile,Share,lucide-react,apps/frontend/src/components/mobile/InstallPrompt.tsx,6,import,varies,review
mobile,OfflineBanner.tsx,mobile,WifiOff,lucide-react,apps/frontend/src/components/mobile/OfflineBanner.tsx,5,import,varies,review
mobile,OfflineBanner.tsx,mobile,Wifi,lucide-react,apps/frontend/src/components/mobile/OfflineBanner.tsx,5,import,varies,review
mobile,OfflineBanner.tsx,mobile,AlertCircle,lucide-react,apps/frontend/src/components/mobile/OfflineBanner.tsx,5,import,varies,keep
mobile,PullToRefresh.tsx,mobile,Loader2,lucide-react,apps/frontend/src/components/mobile/PullToRefresh.tsx,6,import,varies,keep
mobile,PullToRefresh.tsx,mobile,RefreshCw,lucide-react,apps/frontend/src/components/mobile/PullToRefresh.tsx,6,import,varies,review
mobile,MobilePrimitives.tsx,mobile,ChevronDown,lucide-react,apps/frontend/src/components/mobile/dashboard/MobilePrimitives.tsx,6,import,varies,keep
mobile,MobilePrimitives.tsx,mobile,ChevronRight,lucide-react,apps/frontend/src/components/mobile/dashboard/MobilePrimitives.tsx,6,import,varies,keep
mobile,MobilePrimitives.tsx,mobile,Sparkles,lucide-react,apps/frontend/src/components/mobile/dashboard/MobilePrimitives.tsx,6,import,varies,review
mobile,MoneyImpactTrackerCard.tsx,mobile,ArrowDown,lucide-react,apps/frontend/src/components/mobile/dashboard/MoneyImpactTrackerCard.tsx,4,import,varies,review
mobile,MoneyImpactTrackerCard.tsx,mobile,ArrowUp,lucide-react,apps/frontend/src/components/mobile/dashboard/MoneyImpactTrackerCard.tsx,4,import,varies,review
mobile,MoneyImpactTrackerCard.tsx,mobile,Minus,lucide-react,apps/frontend/src/components/mobile/dashboard/MoneyImpactTrackerCard.tsx,4,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Activity,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,AlertTriangle,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Calendar,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,keep
mobile,mobileToolCatalog.ts,mobile,Calculator,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Camera,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Cloud,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,DollarSign,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,FileText,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Home,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Info,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,keep
mobile,mobileToolCatalog.ts,mobile,LayoutGrid,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,PauseCircle,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,PiggyBank,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Scale,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Shield,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,ShieldAlert,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,ShieldCheck,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Target,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,TrendingUp,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Wrench,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
mobile,mobileToolCatalog.ts,mobile,Zap,lucide-react,apps/frontend/src/components/mobile/dashboard/mobileToolCatalog.ts,2,import,varies,review
navigation,DashboardCommandPalette.tsx,both,Search,lucide-react,apps/frontend/src/components/navigation/DashboardCommandPalette.tsx,7,import,varies,keep
onboarding,OnboardingReturnBanner.tsx,both,ArrowLeft,lucide-react,apps/frontend/src/components/onboarding/OnboardingReturnBanner.tsx,6,import,varies,keep
onboarding,SetupChecklistPanel.tsx,both,ArrowRight,lucide-react,apps/frontend/src/components/onboarding/SetupChecklistPanel.tsx,4,import,varies,keep
onboarding,SetupChecklistPanel.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/onboarding/SetupChecklistPanel.tsx,4,import,varies,review
other,ActionCenter copy.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/orchestration/ActionCenter copy.tsx,18,import,varies,review
other,ActionCenter.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/orchestration/ActionCenter.tsx,26,import,varies,review
other,ActionCenter.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/orchestration/ActionCenter.tsx,26,import,varies,keep
other,ActionCenter.tsx,both,ChevronUp,lucide-react,apps/frontend/src/components/orchestration/ActionCenter.tsx,26,import,varies,keep
other,ActionCenter.tsx,both,Info,lucide-react,apps/frontend/src/components/orchestration/ActionCenter.tsx,26,import,varies,keep
other,CompletionModal.tsx,both,CalendarIcon,lucide-react,apps/frontend/src/components/orchestration/CompletionModal.tsx,22,import,varies,review
other,ConfidencePopover.tsx,both,Info,lucide-react,apps/frontend/src/components/orchestration/ConfidencePopover.tsx,5,import,varies,keep
other,DecisionTraceItem.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/orchestration/DecisionTraceItem.tsx,5,import,varies,review
other,DecisionTraceItem.tsx,both,SkipForward,lucide-react,apps/frontend/src/components/orchestration/DecisionTraceItem.tsx,5,import,varies,review
other,DecisionTraceItem.tsx,both,Info,lucide-react,apps/frontend/src/components/orchestration/DecisionTraceItem.tsx,5,import,varies,keep
other,DecisionTraceModal.tsx,both,Clock,lucide-react,apps/frontend/src/components/orchestration/DecisionTraceModal.tsx,13,import,varies,keep
other,DecisionTracePanel.tsx,both,Info,lucide-react,apps/frontend/src/components/orchestration/DecisionTracePanel.tsx,5,import,varies,keep
other,OrchestrationActionCard.tsx,both,Droplets,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Home,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,MapPin,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Package,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Shield,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Thermometer,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Wrench,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,Zap,lucide-react,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,9,import,varies,review
other,OrchestrationActionCard.tsx,both,📊,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,290,icon property,emoji icon,replace
other,OrchestrationActionCard.tsx,both,📄,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,292,icon property,emoji icon,replace
other,OrchestrationActionCard.tsx,both,👤,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,294,icon property,emoji icon,replace
other,OrchestrationActionCard.tsx,both,🔔,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,296,icon property,emoji icon,replace
other,OrchestrationActionCard.tsx,both,🧾,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,298,icon property,emoji icon,replace
other,OrchestrationActionCard.tsx,both,🌎,emoji,apps/frontend/src/components/orchestration/OrchestrationActionCard.tsx,300,icon property,emoji icon,replace
other,PhotoUpload.tsx,both,Upload,lucide-react,apps/frontend/src/components/orchestration/PhotoUpload.tsx,4,import,varies,keep
other,PhotoUpload.tsx,both,X,lucide-react,apps/frontend/src/components/orchestration/PhotoUpload.tsx,4,import,varies,keep
other,PhotoUpload.tsx,both,Loader2,lucide-react,apps/frontend/src/components/orchestration/PhotoUpload.tsx,4,import,varies,keep
other,PostSavePanel.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/orchestration/PostSavePanel.tsx,4,import,varies,review
other,StarRating.tsx,both,Star,lucide-react,apps/frontend/src/components/orchestration/StarRating.tsx,4,import,varies,review
other,TaskStatusBadge.tsx,both,Calendar,lucide-react,apps/frontend/src/components/orchestration/TaskStatusBadge.tsx,6,import,varies,keep
other,TaskStatusBadge.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/orchestration/TaskStatusBadge.tsx,6,import,varies,review
other,TaskStatusBadge.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/orchestration/TaskStatusBadge.tsx,6,import,varies,keep
other,TaskStatusBadge.tsx,both,Clock,lucide-react,apps/frontend/src/components/orchestration/TaskStatusBadge.tsx,6,import,varies,keep
other,TaskStatusBadge.tsx,both,Repeat,lucide-react,apps/frontend/src/components/orchestration/TaskStatusBadge.tsx,6,import,varies,review
other,MobileProfileCards.tsx,both,Lock,lucide-react,apps/frontend/src/components/profile/MobileProfileCards.tsx,3,import,varies,review
property,PropertyEditHeaderNudge.tsx,both,HelpCircle,lucide-react,apps/frontend/src/components/property/PropertyEditHeaderNudge.tsx,4,import,varies,review
property,PropertyEditSaveBar.tsx,both,Loader2,lucide-react,apps/frontend/src/components/property/PropertyEditSaveBar.tsx,3,import,varies,keep
property,PropertyEditSaveBar.tsx,both,Save,lucide-react,apps/frontend/src/components/property/PropertyEditSaveBar.tsx,3,import,varies,keep
property,PropertyEditSaveBar.tsx,both,X,lucide-react,apps/frontend/src/components/property/PropertyEditSaveBar.tsx,3,import,varies,keep
property,PropertyEditSection.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/property/PropertyEditSection.tsx,4,import,varies,keep
rooms,MobileRoomsCards.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/MobileRoomsCards.tsx,4,import,varies,review
rooms,QuickWins.tsx,both,ArrowRight,lucide-react,apps/frontend/src/components/rooms/QuickWins.tsx,4,import,varies,keep
rooms,QuickWins.tsx,both,Lightbulb,lucide-react,apps/frontend/src/components/rooms/QuickWins.tsx,4,import,varies,review
rooms,QuickWins.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/QuickWins.tsx,4,import,varies,review
