featureArea,pageOrComponent,surface,currentIconName,currentLibrary,filePath,line,usageContext,semanticMeaning,status
auth,error.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/error.tsx,21,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,137,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,186,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,202,inline svg element,varies,review
auth,page.tsx,desktop,Eye,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,EyeOff,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,Lock,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,Mail,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page.tsx,122,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page.tsx,215,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/reset-password/page.tsx,159,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,268,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,283,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,338,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,353,inline svg element,varies,review
mobile,page.tsx,mobile,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/ai-tools/page.tsx,5,import,varies,review
other,page.tsx,desktop,TrendingUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ChevronLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/[id]/page.tsx,9,import,varies,review
other,page.tsx,desktop,CalendarClock,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,Edit,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,keep
other,page.tsx,desktop,Eye,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,House,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,XCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,591,inline svg element,varies,review
other,page.tsx,desktop,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,676,inline svg element,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,keep
other,page.tsx,desktop,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,keep
tasks,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Check,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,MoreVertical,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Cloud,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,keep
community,page.tsx,desktop,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,review
community,page.tsx,desktop,Calendar,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
community,page.tsx,desktop,ExternalLink,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
community,page.tsx,desktop,Trash2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
dashboard,AIChatWindow.tsx,both,Send,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,AIChatWindow.tsx,both,Bot,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,AIChatWindow.tsx,both,User,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,BudgetForecaster.tsx,both,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,TrendingUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Calendar,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,PieChart,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Lightbulb,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,ChevronDown,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,ChevronUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,CoverageIntelligenceToolCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,5,import,varies,keep
dashboard,CoverageIntelligenceToolCard.tsx,both,ShieldCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,5,import,varies,review
dashboard,DoNothingSimulatorToolCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,5,import,varies,keep
dashboard,DoNothingSimulatorToolCard.tsx,both,PauseCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,5,import,varies,review
dashboard,EquityOverviewCard.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,EquityOverviewCard.tsx,both,Info,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,keep
dashboard,EquityOverviewCard.tsx,both,LineChart,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,EquityOverviewCard.tsx,both,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,keep
dashboard,ExistingOwnerDashboard.tsx,both,Activity,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,ClipboardList,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Star,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Phone,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FavoriteProvidersCard.tsx,both,Calendar,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FavoriteProvidersCard.tsx,both,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FinancialEfficiencyScoreCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,keep
dashboard,FinancialEfficiencyScoreCard.tsx,both,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,review
dashboard,FinancialEfficiencyScoreCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,keep
dashboard,HealthInsightList.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HealthInsightList.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,keep
dashboard,HealthInsightList.tsx,both,Settings,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HealthInsightList.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,Circle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,keep
dashboard,HomeBuyerChecklistCard.tsx,both,ListChecks,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Truck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Clock,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,keep
dashboard,HomeBuyerDashboard.tsx,both,Circle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,200,inline svg element,varies,review
dashboard,HomeBuyerDashboard.tsx,both,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,244,inline svg element,varies,review
dashboard,HomePulse.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,keep
dashboard,HomePulse.tsx,both,ListChecks,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomeSavingsCheckToolCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeSavingsCheckToolCard.tsx,5,import,varies,keep
dashboard,HomeSavingsCheckToolCard.tsx,both,PiggyBank,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeSavingsCheckToolCard.tsx,5,import,varies,review
dashboard,HomeScoreReportCard.tsx,both,Activity,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeScoreReportCard.tsx,5,import,varies,review
dashboard,HomeScoreReportCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeScoreReportCard.tsx,5,import,varies,keep
dashboard,HomeScoreReportCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeScoreReportCard.tsx,5,import,varies,keep
dashboard,InsuranceSummaryCard.tsx,both,ShieldAlert,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/InsuranceSummaryCard.tsx,6,import,varies,review
dashboard,InsuranceSummaryCard.tsx,both,ShieldCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/InsuranceSummaryCard.tsx,6,import,varies,review
dashboard,MaintenanceForecast.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,review
dashboard,MaintenanceForecast.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,review
dashboard,MaintenanceForecast.tsx,both,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,review
dashboard,MaintenanceForecast.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,keep
dashboard,MaintenanceForecast.tsx,both,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,keep
dashboard,MaintenanceForecast.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceForecast.tsx,8,import,varies,review
dashboard,MaintenanceNudgeCard.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceNudgeCard.tsx,6,import,varies,review
dashboard,MaintenanceNudgeCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MaintenanceNudgeCard.tsx,6,import,varies,keep
mobile,MobileDashboardHome.tsx,mobile,AlertCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,keep
mobile,MobileDashboardHome.tsx,mobile,Bell,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,CircleUserRound,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,LayoutGrid,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Package,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,TrendingUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Wallet,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,6,import,varies,review
mobile,MobileDashboardHome.tsx,mobile,🏛️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,346,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,⚖️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,347,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,🧰,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,348,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,🗓️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,349,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,🛠️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,373,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,🧾,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,386,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,🌧️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,396,icon property,emoji icon,replace
mobile,MobileDashboardHome.tsx,mobile,💼,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileDashboardHome.tsx,406,icon property,emoji icon,replace
mobile,MobileHomeBuyerDashboard.tsx,mobile,Bell,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,CircleUserRound,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,Truck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,Wallet,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,6,import,varies,review
mobile,MobileHomeBuyerDashboard.tsx,mobile,🚚,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,161,icon property,emoji icon,replace
mobile,MobileHomeBuyerDashboard.tsx,mobile,🧾,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,170,icon property,emoji icon,replace
mobile,MobileHomeBuyerDashboard.tsx,mobile,🛡️,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,179,icon property,emoji icon,replace
mobile,MobileHomeBuyerDashboard.tsx,mobile,🧰,emoji,apps/frontend/src/app/(dashboard)/dashboard/components/MobileHomeBuyerDashboard.tsx,188,icon property,emoji icon,replace
dashboard,MorningHomePulseCard.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,CalendarDays,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Clock3,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Cloud,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,CloudSun,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,keep
dashboard,MorningHomePulseCard.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Snowflake,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,TrendingDown,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,TrendingUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Wind,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,review
dashboard,MorningHomePulseCard.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MorningHomePulseCard.tsx,4,import,varies,keep
dashboard,MyPropertiesCard.tsx,both,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MyPropertiesCard.tsx,5,import,varies,review
dashboard,MyPropertiesCard.tsx,both,MapPin,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MyPropertiesCard.tsx,5,import,varies,review
dashboard,MyPropertiesCard.tsx,both,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/MyPropertiesCard.tsx,5,import,varies,keep
dashboard,ProactiveMaintenanceBanner.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ProactiveMaintenanceBanner.tsx,4,import,varies,review
property,PropertyHealthScoreCard.tsx,both,Activity,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyHealthScoreCard.tsx,5,import,varies,review
property,PropertyHealthScoreCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyHealthScoreCard.tsx,5,import,varies,keep
property,PropertyRiskScoreCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyRiskScoreCard.tsx,5,import,varies,keep
property,PropertyRiskScoreCard.tsx,both,HelpCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyRiskScoreCard.tsx,5,import,varies,review
property,PropertyRiskScoreCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyRiskScoreCard.tsx,5,import,varies,keep
property,PropertyRiskScoreCard.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/PropertyRiskScoreCard.tsx,5,import,varies,review
dashboard,RecurringMaintenanceCard.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RecurringMaintenanceCard.tsx,5,import,varies,review
dashboard,RecurringMaintenanceCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RecurringMaintenanceCard.tsx,5,import,varies,keep
dashboard,RecurringMaintenanceCard.tsx,both,CheckCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RecurringMaintenanceCard.tsx,5,import,varies,review
dashboard,RiskPremiumOptimizerToolCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RiskPremiumOptimizerToolCard.tsx,5,import,varies,keep
dashboard,RiskPremiumOptimizerToolCard.tsx,both,ShieldAlert,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RiskPremiumOptimizerToolCard.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,AlertCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,keep
